Unnamed: 0,User ID,Location Frequency,Activity,Main Activity Time,Cluster,Unnamed: 0.1,Venue ID,Venue category ID,Venue category name,Latitude,Longitude,Timezone offset in minutes,UTC time
0,1,0,0,22,1,2454,4abc1f51f964a520798620e3,4bf58dd8d48988d1ce941735,Seafood Restaurant,40.781558,-73.975792,-240,Wed Apr 04 23:31:31 +0000 2012
1,1,0,0,22,1,3660,4d4ac10da0ef54814b6ffff6,4bf58dd8d48988d157941735,American Restaurant,40.78401844,-73.97452399,-240,Sat Apr 07 17:42:24 +0000 2012
2,1,0,0,22,1,5603,4db44994cda1c57c82583709,4bf58dd8d48988d1f1931735,General Entertainment,40.73939794,-73.99320973,-240,Sun Apr 08 18:20:29 +0000 2012
3,1,0,0,22,1,5783,4a541923f964a52008b31fe3,4bf58dd8d48988d14e941735,American Restaurant,40.785677,-73.976498,-240,Sun Apr 08 20:02:10 +0000 2012
4,1,0,0,22,1,6696,40f1d480f964a5205b0a1fe3,4bf58dd8d48988d143941735,Breakfast Spot,40.71992902,-74.00853183,-240,Mon Apr 09 16:20:52 +0000 2012
5,1,0,0,22,1,7666,3fd66200f964a52094e41ee3,4bf58dd8d48988d1cc941735,Steakhouse,40.73427623,-73.99352537,-240,Tue Apr 10 00:24:31 +0000 2012
6,1,0,0,22,1,7906,42586c80f964a520db201fe3,4bf58dd8d48988d121941735,Bar,40.77598623,-73.97952785,-240,Tue Apr 10 03:36:56 +0000 2012
7,1,0,0,22,1,8312,4f3283f0e4b057434d8fdc81,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.71788828,-74.00566835,-240,Tue Apr 10 16:21:48 +0000 2012
8,1,0,0,22,1,11804,49d2b43ef964a520cb5b1fe3,4bf58dd8d48988d1e0931735,Coffee Shop,40.720087,-74.003961,-240,Thu Apr 12 17:19:21 +0000 2012
9,1,0,0,22,1,13737,4f3283f0e4b057434d8fdc81,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.71788828,-74.00566835,-240,Fri Apr 13 15:41:41 +0000 2012
10,1,0,0,22,1,14856,46ea2358f964a520cf4a1fe3,4bf58dd8d48988d11d941735,Bar,40.76066702,-73.99494767,-240,Sat Apr 14 01:11:20 +0000 2012
11,1,0,0,22,1,15082,4d081fb700e6b1f7d4060cd7,4bf58dd8d48988d113941735,Korean Restaurant,40.76410356,-73.98672473,-240,Sat Apr 14 03:07:56 +0000 2012
12,1,0,0,22,1,15249,40fb0f00f964a520d90a1fe3,4bf58dd8d48988d11b941735,Bar,40.76064468,-73.98606474,-240,Sat Apr 14 04:45:13 +0000 2012
13,1,0,0,22,1,15742,49c81b66f964a520f5571fe3,4bf58dd8d48988d10c941735,French Restaurant,40.77626803,-73.97971725,-240,Sat Apr 14 15:57:20 +0000 2012
14,1,0,0,22,1,15947,428d2880f964a520b5231fe3,4bf58dd8d48988d1fa931735,Hotel,40.75673069,-73.97406975,-240,Sat Apr 14 17:45:23 +0000 2012
15,1,0,0,22,1,16276,4b8afdb0f964a520038d32e3,4bf58dd8d48988d1d5941735,Hotel,40.7562466,-73.97269228,-240,Sat Apr 14 20:03:42 +0000 2012
16,1,0,0,22,1,16491,4afca7e0f964a520d02422e3,4bf58dd8d48988d1d1941735,Ramen /  Noodle House,40.75719692,-73.96878004,-240,Sat Apr 14 21:24:08 +0000 2012
17,1,0,0,22,1,16600,4e742aabc65bb91db3cadb79,4bf58dd8d48988d116941735,Bar,40.75730502,-73.96864019,-240,Sat Apr 14 22:07:43 +0000 2012
18,1,0,0,22,1,16775,3fd66200f964a520fbe71ee3,4bf58dd8d48988d16c941735,Burger Joint,40.75881855,-73.9686574,-240,Sat Apr 14 23:15:07 +0000 2012
19,1,0,0,22,1,16777,3fd66200f964a520fbe71ee3,4bf58dd8d48988d16c941735,Burger Joint,40.75881855,-73.9686574,-240,Sat Apr 14 23:15:50 +0000 2012
20,1,0,0,22,1,19350,45ae08b6f964a52079411fe3,4bf58dd8d48988d1c5941735,Sandwich Place,40.72082277,-74.01009266,-240,Mon Apr 16 15:54:00 +0000 2012
21,1,0,0,22,1,19615,4ae0afabf964a520a28121e3,4bf58dd8d48988d163941735,Park,40.72028976,-74.00542734,-240,Mon Apr 16 17:56:19 +0000 2012
22,1,0,0,22,1,22670,4bc1e64b4cdfc9b6892b9521,4bf58dd8d48988d1c5941735,Sandwich Place,40.71942406,-74.01025907,-240,Wed Apr 18 16:07:03 +0000 2012
23,1,0,0,22,1,23899,4c12b3d07f7f2d7f11ccdd68,4bf58dd8d48988d11d941735,Bar,40.72750268,-74.00063396,-240,Thu Apr 19 02:09:21 +0000 2012
24,1,0,0,22,1,25011,49d2b43ef964a520cb5b1fe3,4bf58dd8d48988d1e0931735,Coffee Shop,40.720087,-74.003961,-240,Thu Apr 19 19:02:25 +0000 2012
25,1,0,0,22,1,25431,4aab0204f964a520855820e3,4bf58dd8d48988d14e941735,American Restaurant,40.74131916,-74.00611595,-240,Thu Apr 19 22:51:19 +0000 2012
26,1,0,0,22,1,25849,3fd66200f964a520e9e61ee3,4bf58dd8d48988d147941735,Diner,40.7337627,-74.006264,-240,Fri Apr 20 01:49:26 +0000 2012
27,1,0,0,22,1,27742,467ffefcf964a52019481fe3,4bf58dd8d48988d10c941735,French Restaurant,40.77917988,-73.95085242,-240,Sat Apr 21 00:15:18 +0000 2012
28,1,0,0,22,1,28928,4e691e82b9930387355c629d,4bf58dd8d48988d14e941735,American Restaurant,40.72516293,-73.99215952,-240,Sat Apr 21 16:28:11 +0000 2012
29,1,0,0,22,1,29163,3fd66200f964a520f0e51ee3,4bf58dd8d48988d10d951735,Record Shop,40.728912,-73.9993,-240,Sat Apr 21 18:22:21 +0000 2012
30,1,0,0,22,1,29235,49dc03d9f964a520445f1fe3,4bf58dd8d48988d116941735,Bar,40.729658,-73.998515,-240,Sat Apr 21 18:48:58 +0000 2012
31,1,0,0,22,1,29298,4a58cd1af964a520e8b71fe3,4bf58dd8d48988d122951735,Electronics Store,40.72603399,-73.99630868,-240,Sat Apr 21 19:18:49 +0000 2012
32,1,0,0,22,1,29372,4ab53dabf964a520857320e3,4bf58dd8d48988d1fe941735,Music Store,40.726483,-73.984286,-240,Sat Apr 21 20:00:43 +0000 2012
33,1,0,0,22,1,29404,4c78103edf08a1cd411fd65d,4bf58dd8d48988d14c941735,Wings Joint,40.7254542,-73.9879547,-240,Sat Apr 21 20:18:19 +0000 2012
34,1,0,0,22,1,29810,42814b00f964a520dc211fe3,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.78085,-73.976243,-240,Sun Apr 22 02:21:25 +0000 2012
35,1,0,0,22,1,30786,4d4ac10da0ef54814b6ffff6,4bf58dd8d48988d157941735,American Restaurant,40.78401844,-73.97452399,-240,Sun Apr 22 17:33:27 +0000 2012
36,1,0,0,22,1,32753,49d2b43ef964a520cb5b1fe3,4bf58dd8d48988d1e0931735,Coffee Shop,40.720087,-74.003961,-240,Mon Apr 23 18:37:35 +0000 2012
37,1,0,0,22,1,40028,4abc1f51f964a520798620e3,4bf58dd8d48988d1ce941735,Seafood Restaurant,40.781558,-73.975792,-240,Sat Apr 28 01:13:47 +0000 2012
38,1,0,0,22,1,43637,4d4ac10da0ef54814b6ffff6,4bf58dd8d48988d157941735,American Restaurant,40.78401844,-73.97452399,-240,Sun Apr 29 20:45:25 +0000 2012
39,1,0,0,22,1,44406,4af33b2af964a520edeb21e3,4bf58dd8d48988d128951735,Gift Shop,40.775911,-73.980051,-240,Tue May 01 22:08:18 +0000 2012
40,1,0,0,22,1,44426,42586c80f964a520db201fe3,4bf58dd8d48988d121941735,Bar,40.77598623,-73.97952785,-240,Tue May 01 22:15:23 +0000 2012
41,1,0,0,22,1,50482,4fa4a231e4b09571de93b9a7,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.75922049,-73.98880005,-240,Sat May 05 14:59:55 +0000 2012
42,1,0,0,22,1,55361,4ae9d217f964a520bcb621e3,4bf58dd8d48988d1cb941735,Food Truck,40.74224985,-73.98476601,-240,Tue May 08 16:49:39 +0000 2012
43,1,0,0,22,1,60549,4a7a7a8ef964a5205de91fe3,4bf58dd8d48988d1c5941735,Sandwich Place,40.71969039,-74.0085433,-240,Fri May 11 16:10:55 +0000 2012
44,1,0,0,22,1,61756,4ea8ab9cf790328ae1736bac,4bf58dd8d48988d155941735,Gastropub,40.78676554,-73.97573417,-240,Sat May 12 01:20:06 +0000 2012
45,1,0,0,22,1,62929,412d2800f964a520df0c1fe3,4bf58dd8d48988d163941735,Park,40.77142562,-73.97350073,-240,Sat May 12 18:40:38 +0000 2012
46,1,0,0,22,1,63516,4ab43e9ef964a5208a7020e3,4bf58dd8d48988d1d2941735,Sushi Restaurant,40.78410067,-73.97768554,-240,Sat May 12 22:44:11 +0000 2012
47,1,0,0,22,1,63680,49e69d0cf964a5205b641fe3,4bf58dd8d48988d123941735,Bar,40.776187,-73.98242,-240,Sun May 13 00:01:58 +0000 2012
48,1,0,0,22,1,65485,42accc80f964a52047251fe3,4bf58dd8d48988d123941735,Bar,40.77662441,-73.97948194,-240,Sun May 13 22:07:43 +0000 2012
156,7,83,4,0,1,139,4ace59d0f964a5200ad020e3,4bf58dd8d48988d118951735,Food & Drink Shop,40.774111,-73.959546,-240,Tue Apr 03 19:35:38 +0000 2012
157,7,83,4,0,1,1343,4cc2ff0682388cfa2c686435,4bf58dd8d48988d13b941735,School,40.79336765,-73.94829806,-240,Wed Apr 04 11:49:27 +0000 2012
158,7,83,4,0,1,1353,4cc2ff0682388cfa2c686435,4bf58dd8d48988d13b941735,School,40.79336765,-73.94829806,-240,Wed Apr 04 11:52:42 +0000 2012
159,7,83,4,0,1,1496,4e4b34e3814d52398af27a92,4bf58dd8d48988d176941735,Gym / Fitness Center,40.80927,-73.94907117,-240,Wed Apr 04 12:47:01 +0000 2012
160,7,83,4,0,1,2426,4c784d18566db60ccc3f410e,4f2a25ac4b909258e854f55f,Neighborhood,40.6793118,-73.99719,-240,Wed Apr 04 23:22:08 +0000 2012
161,7,83,4,0,1,2780,4abe60d8f964a520198d20e3,4bf58dd8d48988d1e0931735,Coffee Shop,40.74281621,-74.00040611,-240,Fri Apr 06 12:57:34 +0000 2012
